tail_number,manufacturer,model
"N197JB","Embraer","EMB-190"
"N784SW","Boeing","B-737-7H4"
"N674BR","Canadair","RJ-200"
"N532AS","Boeing","B737-890ALLPAX"
"N924DN","McDonnell-Douglas","MD-90-PSGR"
"N381AE","SAAB","SF-340/A"
"N822MD","Embraer","ERJ170-100SU"
"N248PS","GE","RJ-200"
"N723CK","Boeing","B727-2"
"742AX","Boeing","B767-232SF"
"N600BP","Embraer","EMB-145"
"N431SW","Canadair","RJ-200"
"N304DQ","Boeing","B737-7"
"N147UP","Airbus","A300F4-622R"
"N76062","Boeing","B767-400PAX"
"N634AS","ATR","ATR-72"
"N996AT","Boeing","Boeing717-200"
"N482","Boeing","737-700PASSENGERONLY"
"N90024","Airbus","A319-115PASSENGER"
"N342NG","DeHavilland","Q400"
"N7889A","Boeing","B-737-79L"
"N196CJ","Saab","Saab340B"
"N68079","Boeing","767-316F"
"N543UW","Airbus","A321-231"
"N566","Boeing","737-700PASSENGERONLY"
"N936CA","Canadair","RJ100/ER"
"N405UA","Airbus","AirbusA320-232PAX"
"N837AW","Airbus","A319-132"
"N273UP","McDonnell-Douglas","MD-11F"
"N745VA","Boeing","B737-400-PSGR"
"N12201","Embraer","ERJ-145XR"
"N61886","Boeing","B737-900ERPAX"
"N454","Boeing","737-700PASSENGERONLY"
"N967AN","Boeing","B737-823PASSENGER"
"N8685B","Boeing","B-737-8H4"
"N7732WN","Boeing","737-700PASSENGERONLY"
"N653WN","Boeing","737-300PASSENGERONLY"
"N508US","Boeing","B757-2"
"N912FJ","Bombardier","RJ-900"
"N364WN","Boeing","737-300PASSENGERONLY"
"N807AL","Boeing","B737-1/2"
"N222NS","Embraer","ERJ-175"
"N704UW","Airbus","A319-1"
"N57439","Boeing","B737-900ERPAX"
"N41140","Boeing","B757-200PAX"
"N935UA","Boeing","B737-5"
"N279UP","McDonnell-Douglas","MD-11F"
"N836NN","Boeing","B737-823PASSENGER"
"N12946","Embraer","ERJ-145ER"
"N745","Boeing","B737-7/L"
"N617NW","McDonnell-Douglas","DC-9-30"
"N973AX","McDonnell-Douglas","DC-9-40"
"N453FE","Airbus","A310-2CF"
"N8745B","Canadair","RJ-200"
"N321DH","Airbus","A321-211-PSGR"
"N775DE","Boeing","737-8EH-PSGR"
"N170SY","Embraer","ERJ175"
"N660CL","Embraer","ERJ-145"
"N516NK","Airbus","A319PAX"
"N37218","Canadair","RJ-200"
"N912","Boeing","737-700PASSENGERONLY"
"N230PS","GE","RJ-200"
"N806NN","Boeing","B737-823PASSENGER"
"N704CK","Boeing","B747-2/3"
"N572UP","Boeing","B747-4"
"N940AT","Boeing","Boeing717-200"
"N410SW","Canadair","RJ-200"
"N843KH","SAAB-Fairchild","SF340A"
"N279AD","CFMInternational","B737-400PSGR"
"N750WN","Boeing","737-700PASSENGERONLY"
"N128UA","Boeing","B747-422PAX"
"N623AS","Boeing","B737-790ALLPAX"
"N461UP","Boeing","B757-2"
"N328MX","Dornier","DO-328-PSGR"
"N175US","Airbus","A321"
"N77536","Boeing","B737-800PAX"
"N65NY","Dassault","DASSAULT-FALCON-2000"
"N515WN","Boeing","737-500PASSENGERONLY"
"N916DN","McDonnell-Douglas","MD-90-PSGR"
"N371FL","Convair","CV5800-CARGO"
"N811AB","Boeing","B787-8"
"N229NV","Airbus","A320"
"N708WN","Boeing","737-700PASSENGERONLY"
"N581HA","Boeing","b767-33aER"
"N417AT","ATR","ATR-72Passenger"
"N286VA","Airbus","A320"
"N136EV","Bombardier","RJ-900"
"N978SW","Canadair","RJ-200"
"N88310","Embraer","EMB-175-PSGR"
"N327UA","Boeing","B737-300PAX"
"N780NC","McDonnell-Douglas","DC9-51-PSGR"
"N175AN","Boeing","B757-223PASSENGER"
"N667GB","Embraer","ERJ-145ER"
"N523AS","Boeing","B737-890ALLPAX"
"N3748D","Boeing","B737-8"
"N238","Boeing","737-700PASSENGERONLY"
"N944FD","Boeing","B-757-200"
"N850AE","Embraer","ERJ-140"
"N754","Boeing","B737-7/L"
"N627VA","Airbus","A320-214"
"N469FE","Boeing","B727-2"
"N333NB","Airbus","A319-PSGR"
"N183SY","Embraer","ERJ175"
"N919FE","Cessna","CE-208B"
"N815HK","Embraer","EMB-145"
"N713UW","Airbus","A319-112"
"N588AA","McDonnell-Douglas","SUPER80PASSENGER"
"N422UP","Boeing","B757-2"
"N293US","Boeing","B727-2"
"N14107","Boeing","B757-200PAX"
"N985AX","McDonnell-Douglas","DC-9-30"
"N8912E","McDonnell-Douglas","DC9-10-PSGR"
"N783FE","Cessna","CE-208B"
"N671UA","Boeing","B767-322DRPAX"
"N528UA","Boeing","B757-222PAX"
"N922XJ","Bombardier","RJ-900"
"N378AN","Boeing","B767-323ERPASSENGER"
"N820NW","Airbus","A330-PSGR"
"N246AA","McDonnell-Douglas","MD-80"
"315AA","Boeing","B767-232SF"
"N949","Boeing","737-700PASSENGERONLY"
"N853GT","Boeing","B747-800"
"N758AN","Boeing","B777-200PASSENGER"
"N632AU","Boeing","B757-2"
"N992AT","Boeing","Boeing717-200"
"N478CA","Canadair","CRJ-2/4"
"N896SK","Bombardier","CRJ900-2D24"
"N33WQ","Bombardier","Q400"
"N786SW","Boeing","B-737-7H4"
"N285","Boeing","B737-7/L"
"N753AN","Boeing","B777-200PASSENGER"
"N134DL","Boeing","B767-3"
"N626WN","Boeing","737-300PASSENGERONLY"
"N468AW","Canadair","RJ-200"
"N977AN","Boeing","B737-823PASSENGER"
"N880FD","Boeing","B-777-F28"
"N779SW","Boeing","B-737-7H4"
"N665","Boeing","B737-3"
"N521US","Boeing","B757-2"
"N918US","Airbus","A321-231"
"N3741S","Boeing","B737-8"
"N814NW","Airbus","A330-PSGR"
"N236FE","Boeing","B727-2"
"N713AE","Embraer","ERJ-135"
"N586UW","Airbus","A321-231"
"N421US","Boeing","B737-401"
"N943CA","Canadair","RJ100/ER"
"N292SW","Embraer","EMB120-ER"
"N848UA","Airbus","AirbusA319-131PAX"
"N14065","Airbus","A300-600RPASSENGER"
"N7531A","McDonnell-Douglas","SUPER80PASSENGER"
"N626AU","Boeing","B757-2"
"N984AR","McDonnell-Douglas","MD11F"
"N467FE","Boeing","B727-2"
"N88D","GulfStream","V/G-V"
"N33264","Boeing","B737-800PAX"
"N7834A","Boeing","B-737-752"
"N181AN","Boeing","B757-223PASSENGER"
"N67157","Boeing","B767-200PAX"
"N527US","Boeing","B757-2"
"N3772H","Boeing","737-832-PSGR"
"N918JM","Dassault","DASSAULT-FALCON-900E"
"N245","Boeing","737-700PASSENGERONLY"
"N814CA","Canadair","RJ100/ER"
"207US","McDonnell-Douglas","DC-932F"
"N712SK","Canadair","RJ-700"
"N586AS","Boeing","B737-890ALLPAX"
"N948DL","McDonnell-Douglas","MD-88-PSGR"
"N420YX","Embraer","ERJ-170-200LR"
"N85355","Embraer","EMB-175-PSGR"
"N291WN","Boeing","B-737-7H4"
"N757BJ","Boeing","B757-2"
"N139WA","McDonnell-Douglas","DC-10-3"
"N631DL","Boeing","B757-2"
"N477CA","Canadair","RJ-200"
"N338WN","Boeing","737-300PASSENGERONLY"
"N8891A","Canadair","RJ-200"
"N191AN","Boeing","B757-223PASSENGER"
"N782SK","Canadair","RJ-700"
"N670US","Boeing","B747-4"
"N527","Boeing","B737-5"
"N922AN","Boeing","B737-823PASSENGER"
"N376NC","Airbus","A320-1/2"
"N819FX","ATR","ATR72"
"N244","Boeing","737-700PASSENGERONLY"
"N718UP","McDonnell-Douglas","DC-8-71"
"N593NW","Boeing","B757-3"
"N427UP","Boeing","B757-2"
"N300SL","Raytheon","PremierI"
"N143SY","Embraer","ERJ175"
"N990EA","GulfStream","IVSP"
"N476MC","Boeing","B747-400"
"N894NN","Boeing","B737-823PASSENGER"
"N338AA","Boeing","B767-223ERPASSENGER"
"N785TW","McDonnell-Douglas","DC-9-15F"
"N190DN","Boeing","B767-3"
"N676UA","Boeing","B767-322DRPAX"
"N536AS","Boeing","B737-890ALLPAX"
"N38403","Boeing","B737-900PAX"
"N251AK","Boeing","B737-990ERALLPAX"
"827AA","Dassault","F-20E"
"N952MA","McDonnell-Douglas","MD-87"
"N857MJ","Embraer","EMB-145"
"N762","Boeing","B737-7/L"
"N636RW","Embraer","ERJ-170-100SE"
"N486","Boeing","737-700PASSENGERONLY"
"N345NW","Airbus","A320-PSGR"
"N1PC","Boeing","B737-1/2"
"N925DN","McDonnell-Douglas","MD-90-PSGR"
"N823NN","Boeing","B737-823PASSENGER"
"N725","Boeing","B737-7/L"
"N602AE","Embraer","ERJ-145"
"N433UA","Airbus","AirbusA320-232PAX"
"N305FR","AerCap","A-320-2NEO"
"N14942","Embraer","ERJ-145ER"
"N999LX","GulfStream","IV"
"N9018E","Airbus","A319-115PASSENGER"
"N79011","Boeing","B777-200PAX"
"N682AE","Embraer","ERJ-145"
"N547US","Boeing","B757-2"
"N929","Boeing","737-700PASSENGERONLY"
"N391AE","SAAB","SF-340/A"
"N258PS","GE","RJ-200"
"N103HQ","Embraer","ERJ-175-200LR"
"N956WN","Boeing","B-737-7H4"
"N8618","Boeing","737-800PASSENGERONLY"
"N765SA","Boeing","B747-2/3"
"N641XJ","Canadair","RJ-200"
"n641xj","Bombardier","CRJ200"
"N493MC","Boeing","B747-400"
"N904DA","McDonnell-Douglas","MD-90-PSGR"
"N35260","Boeing","B737-800PAX"
"N796WN","Boeing","737-700PASSENGERONLY"
"N207AN","Embraer","EMB175"
"N690","Boeing","B737-3"
"N557AN","McDonnell-Douglas","SUPER80PASSENGER"
"N928FX","ATR","ATR42-300"
"N829AE","Embraer","ERJ-140"
"N731BE","Embraer","ERJ-135"
"N606CZ","Embraer","EMB175"
"N961WN","Boeing","B-737-7H4"
"N439XJ","Saab","Saab340B"
"N8644","Boeing","737-800PASSENGERONLY"
"N309GT","Boeing","B-737-400"
"N7707C","Boeing","B-737-76N"
"N156SY","Embraer","ERJ175"
"N64844","Boeing","B737-900ERPAX"
"N502","Boeing","B737-5"
"n609xj","Bombardier","CRJ200"
"N358NB","Airbus","A319-PSGR"
"N904","Boeing","B737-7/L"
"N214UA","Boeing","B777-222PAX"
"N796AX","Boeing","B767-2"
"N689AA","Boeing","B757-223PASSENGER"
"N556AS","Boeing","B737-890ALLPAX"
"N932DN","McDonnell-Douglas","MD-90-30-PSGR"
"N398UA","Boeing","B737-3"
"N831FL","Bombardier","CL-600-2B19"
"N265WN","Boeing","B737-7/L"
"N739","Boeing","B737-7/L"
"N111UW","Airbus","A320-1/2"
"N611SK","Embraer","CRJ700-2C10"
"N446SW","Canadair","RJ-200"
"N961DN","McDonnell-Douglas","MD-90-30-PSGR"
"N315AW","Boeing","B737-3S3"
"N8640","Boeing","737-800PASSENGERONLY"
"N164GJ","Canadair","RJ-700"
"N7704","Boeing","737-700PASSENGERONLY"
"N647DL","Boeing","B757-2"
"n8907a","Bombardier","CRJ200"
"N501TR","Airbus","A300X4"
"N907AN","Boeing","B737-823PASSENGER"
"N357PV","Boeing","B737-823"
"N802HK","Embraer","EMB-145"
"N213WQ","DeHavilland","Q400"
"N69830","Boeing","B737-900ERPAX"
"N564UW","Airbus","A321-231"
"N404WN","Boeing","B737-7/L"
"N272WA","McDonnell-Douglas","MD11PSGR"
"N8319","Boeing","737-800PASSENGERONLY"
"N12166","Embraer","ERJ-145XR"
"N738CB","Boeing","B-737-7H4"
"N611AE","Embraer","ERJ-145"
"N966AX","McDonnell-Douglas","DC-9-40"
"N445YV","DeHavilland","DHC8-200"
"N867AS","Canadair","RJ-200"
"N314UA","Boeing","B737-3"
"N772SW","Boeing","B-737-7H4"
"N163AT","Lockheed","L1011"
"N653A","Boeing","B757-223PASSENGER"
"N507UA","Boeing","B757-222PAX"
"N36444","Boeing","B737-900ERPAX"
"N221FE","Boeing","B727-2"
"N935AT","Boeing","Boeing717-200"
"N404AW","Canadair","RJ-200"
"N835NK","McDonnell-Douglas","MD-80"
"N27246","Boeing","B737-800PAX"
"N8887Z","Boeing","B727-2"
"N782AU","Boeing","B737-4"
"N670AA","Boeing","B757-223PASSENGER"
"N526NK","Airbus","A319PAX"
"N3767","Boeing","B737-8"
"N242SY","Embraer","ERJ175"
"N947DL","McDonnell-Douglas","MD-88-PSGR"
"N852NW","Airbus","A330-PSGR"
"N755WN","Boeing","737-700PASSENGERONLY"
"N630CZ","Embraer","EMB175"
"N989HA","DeHavilland","DHC8-200"
"N475MC","Boeing","B747-400"
"N8944B","Canadair","CRJ200"
"N337NB","Airbus","A319-PSGR"
"N189FE","Boeing","B727-1"
"N921FE","Cessna","CE-208B"
"N818NN","Boeing","B737-823PASSENGER"
"N717FX","Cessna","CE-208B"
"N592ML","Canadair","RJ-200"
"N952CA","Boeing","747-428BCF"
"N426NV","McDonnell-Douglas","MD-83"
"N856RW","Embraer","ERJ-170-100SE"
"N29906","Embraer","ERJ-145LR"
"N761CX","Boeing","B767-2/R"
"N142UP","Airbus","A300F4-622R"
"N636AE","Embraer","ERJ-145"
"N485","Boeing","737-700PASSENGERONLY"
"N989AT","Boeing","Boeing717-200"
"N893FE","Cessna","CE-208B"
"N7855A","Boeing","B-737-79P"
"N675MC","McDonnell-Douglas","DC9-51-PSGR"
"N534AE","GE","CRJ700"
"N924XJ","Bombardier","RJ-900"
"N382HA","Airbus","a330-200"
"N823AW","Airbus","A319-132"
"N24JR","GulfStream","IV"
"N724EV","Canadair","RJ-700"
"786AX","Boeing","B767-232SF"
"N601LR","Bombardier","CRJ900"
"N433","Boeing","737-700PASSENGERONLY"
"N951UW","Embraer","ERJ190-100IGW"
"N3050P","Douglas","DC-6BCARGO"
"N856AE","Embraer","ERJ-140"
"N14923","Embraer","ERJ-145LR"
"N760US","Airbus","A319-112"
"N635DL","Boeing","B757-2"
"N998FD","Boeing","B-757-200"
"N483WN","Boeing","B737-7/L"
"N901","Boeing","737-700PASSENGERONLY"
"N344","Boeing","B737-3"
"N789FE","Cessna","CE-208B"
"N198DN","Boeing","B767-3"
"N681CA","Boeing","B727-2"
"N546JN","McDonnell-Douglas","MD11CARGO"
"N390CA","Canadair","RJ-700"
"N924ME","Boeing","B717-2"
"N257UP","McDonnell-Douglas","MD-11F"
"N822UA","Airbus","AirbusA319-131PAX"
"N102FE","Boeing","B-767-3S2F"
"N723UW","Airbus","A319-112"
"N601AN","Boeing","B757-223PASSENGER"
"N956FE","Cessna","CE-208B"
"N432AW","Canadair","RJ-200"
"N8614","Boeing","737-800PASSENGERONLY"
"N304PQ","Bombardier","CRJ-900LR-PSGR"
"N76532","Boeing","B737-800PAX"
"N148XA","CFMInternational","B-737-400PSGR"
"N641MC","Boeing","B767-300"
"N492WN","Boeing","B737-7/L"
"N351UA","Boeing","B737-3"
"N900AX","McDonnell-Douglas","DC-9-30"
"N206NN","Embraer","EMB175"
"N788FE","Cessna","CE-208B"
"N680DA","Boeing","B757-2"
"N545AT","ATR","ATR-72Passenger"
"N928AT","Boeing","Boeing717-200"
"N389AE","SAAB","SF-340/A"
"N828DR","Cessna","CitationXLS"
"N256UP","McDonnell-Douglas","MD-11F"
"N730UP","McDonnell-Douglas","DC-8-71"
"N100CE","Douglas","DC-6ACARGO"
"N605UP","Boeing","747-8F"
"N439AA","McDonnell-Douglas","SUPER80PASSENGER"
"N309AW","Boeing","B737-3"
"N155NN","Airbus","A321-231"
"n601xj","Bombardier","CRJ200"
"N492AS","Boeing","B737-990ERALLPAX"
"N903NN","Boeing","B737-823PASSENGER"
"N3515","McDonnell-Douglas","SUPER80PASSENGER"
"N795SA","Boeing","B747-2/3"
"N205SY","Embraer","ERJ175"
"N688BR","Canadair","RJ-200"
"N555LV","Boeing","B-737-7BD"
"N397WN","Boeing","737-300PASSENGERONLY"
"N26545","Embraer","ERJ-145LR"
"N11189","Embraer","ERJ-145XR"
"N9616G","McDonnell-Douglas","SUPER80PASSENGER"
"N863AS","Embraer","RJ-200"
"N77019","Boeing","B777-200PAX"
"N646US","Boeing","B767-2"
"N501AS","Embraer","EMB-120"
"N357AA","Boeing","B767-323ERPASSENGER"
"N213FR","Airbus","A-320-214"
"N931FE","Cessna","CE-208B"
"N8316H","Boeing","B-737-8H4"
"N737MW","Embraer","ERJ-135"
"N610CZ","Embraer","EMB175"
"N445FE","Airbus","A310-2CF"
"N314CE","Saab","Saab340"
"N162PQ","Bombardier","RJ-900"
"n8828d","Bombardier","CRJ200"
"N906FE","Cessna","CE-208B"
"N801HK","Embraer","EMB-145"
"N697AB","Embraer","ERJ-145"
"N563JB","Airbus","A320-232-PSGR"
"N934US","McDonnell-Douglas","DC-9-34"
"N403TZ","Boeing","B737-3"
"N271WA","McDonnell-Douglas","MD11PSGR"
"N120MN","McDonnell-Douglas","MD-83"
"N965AT","Boeing","Boeing717-200"
"N866GA","McDonnell-Douglas","MD-83"
"N7726A","Boeing","B-737-7BD"
"N652AA","Boeing","B757-200PASSENGER"
"N506KM","Casa","CN235-300"
"N826NN","Boeing","B737-823PASSENGER"
"N728YX","Embraer","ERJ-170-200LR"
"N604DL","Boeing","B757-2"
"N960","Boeing","737-700PASSENGERONLY"
"N436XJ","Saab","Saab340B"
"N8632A","Boeing","B-737-8H4"
"N307UA","Boeing","B737-3"
"N769AS","Boeing","B737-4Q8ALLPAX"
"N152UW","Airbus","A321-211"
"N645JB","Airbus","A320-232-PSGR"
"N314DN","Airbus","A321-211-PSGR"
"N162SY","Embraer","ERJ175"
"n8836a","Bombardier","CRJ200"
"N906FJ","Bombardier","RJ-900"
"N356NW","Airbus","A320-PSGR"
"N801MA","Embraer","ERJ170-100SU"
"N212SW","Embraer","EMB-120"
"N697AN","Boeing","B757-223PASSENGER"
"N563NN","GE","CRJ900"
"N403UA","Airbus","AirbusA320-232PAX"
"N271WN","Boeing","737-700PASSENGERONLY"
"N120SY","Embraer","ERJ175"
"N965AX","McDonnell-Douglas","DC-9-40"
"N866NN","Boeing","B737-823PASSENGER"
"N7726WN","Boeing","737-700PASSENGERONLY"
"N652AA*","Boeing","B757-200PASSENGER"
"N506LX","DeHavilland","DHC8-400"
"N362VA","Airbus","A320"
"N219WN","Boeing","B737-7/L"
"N934FE","Cessna","CE-208B"
"N834AW","Airbus","A319-132"
"N742YX","Embraer","ERJ-170-200LR"
"N615NW","McDonnell-Douglas","DC-9-30"
"N451AW","Canadair","RJ-200"
"N319AS","Boeing","B737-990ALLPAX"
"N168GJ","Canadair","RJ-700"
"n952xj","Bombardier","CRJ900"
"N90S","McDonnell-Douglas","DC9-30-PSGR"
"N805DN","Boeing","737-932ER-PSGR"
"N948AS","McDonnell-Douglas","MD-80"
"N301DQ","Boeing","B737-7"
"<Error>","Embraer","EMB-175-PSGR"
"N144UP","Airbus","A300F4-622R"
"N757","Boeing","B737-7/L"
"N631AU","Boeing","B757-2"
"N991AN","Boeing","B737-823PASSENGER"
"N477AS","Boeing","B737-990ERALLPAX"
"N895AT","Boeing","Boeing717-200"
"N338PK","Boeing","B737-823"
"N7862A","Boeing","B-737-79P"
"N19130","Boeing","B757-200PAX"
"N677DL","Boeing","B757-2"
"N536PA","BAE","JETSTM31"
"N38454","Boeing","B737-900ERPAX"
"N921XJ","Bombardier","RJ-900"
"N251NV","Airbus","A320"
"N819DX","Boeing","757-26D-PSGR"
"864GA","McDonnell-Douglas","MD-83"
"N718SK","Canadair","RJ-700"
"N593JB","Airbus","A320-232-PSGR"
"N952XJ","Bombardier","RJ-900"
"N427QX","DeHavilland","DHC8-400"
"N8588D","Canadair","RJ-200"
"N300","Boeing","B737-3"
"N76269","Boeing","B737-800PAX"
"N143AN","Airbus","A321-231"
"N637AS","ATR","ATR-72"
"N486FE","Boeing","B727-2"
"N346","Boeing","B737-3"
"N200UU","Boeing","B757-2B7"
"N785SA","Boeing","747-200F"
"N676MG","Boeing","B727-2"
"N535UA","Boeing","B757-222PAX"
"N925FX","ATR","ATR42-300"
"N383WA","McDonnell-Douglas","MD11CARGO"
"N824AL","Boeing","B737-1/2"
"N251","Boeing","737-700PASSENGERONLY"
"N725FX","Cessna","CE-208B"
"822AA","Dassault","F-20D"
"N602DL","Boeing","B757-2"
"N76151","Boeing","B767-200PAX"
"N142AN","Airbus","A321-231"
"N635SW","Boeing","B-737-3H4"
"N988HA","DeHavilland","DHC8-200"
"N89357","Embraer","EMB-175-PSGR"
"N78524","Boeing","B737-800PAX"
"N675AW","Airbus","A320-232"
"N533NK","Airbus","A319PAX"
"N924UA","Boeing","B737-500PAX"
"N38257","Boeing","B737-800PAX"
"N823AA","Dassault","FALCON"
"N249PS","GE","RJ-200"
"N72405","Boeing","B737-900PAX"
"774AX","Boeing","B767-232SF"
"N601DW","Embraer","EMB145"
"N432UA","Airbus","AirbusA320-232PAX"
"N951LR","Bombardier","CRJ-900-PSGR"
"N304UA","Boeing","B737-3"
"N855NW","Airbus","A330-PSGR"
"N14905","Embraer","ERJ-145LR"
"N760NC","McDonnell-Douglas","DC9-51-PSGR"
"N635","Boeing","B737-3"
"N997NN","Boeing","B737-823"
"N483CA","Canadair","CRJ-2/4"
"N900FX","ATR","ATR42-300"
"N343NW","Airbus","A320-PSGR"
"N788WN","Boeing","737-700PASSENGERONLY"
"N197UA","Boeing","B747-422PAX"
"N68159","Boeing","B767-200PAX"
"N545UA","Boeing","B757-222PAX"
"N389SW","Boeing","B-737-3H4"
"N924FD","Boeing","B-757-200"
"N257FE","Boeing","B727-2"
"N822NN","Boeing","B737-823PASSENGER"
"N101FE","Boeing","B-767-3S2F"
"N723FD","Airbus","A300-600"
"N600NN","GE","CRJ900"
"N956AX","McDonnell-Douglas","DC-9-40"
"N431UP","Boeing","B757-2"
"N8611F","Boeing","B-737-8H4"
"N304FE","McDonnell-Douglas","DC-10-30"
"N76522","Boeing","B737-800PAX"
"N148AS","CFMInternational","B-737-4PSGR"
"N641AS","ATR","ATR-72"
"N492FE","Boeing","B727-2"
"N351FL","Convair","CV440-CARGO"
"N9004F","Airbus","A319-115PASSENGER"
"N206","Boeing","737-700PASSENGERONLY"
"N788AN","Boeing","B777-200PASSENGER"
"N68097","Airbus","A310-3"
"N544JB","Airbus","A320-1/2"
"N928","Boeing","737-700PASSENGERONLY"
"N388WN","Boeing","737-300PASSENGERONLY"
"N828AS","Canadair","RJ-200"
"N256AE","SAAB","Saab340"
"N730FE","Fairchild","FH-227"
"N071CX","McDonnell-Douglas","DC-8/62Combi"
"N605NK","Airbus","A320PAX"
"N438US","Boeing","B737-4B7"
"N309","Boeing","B737-3"
"N155AW","Boeing","B737-3G7"
"n200pq","Bombardier","CRJ900"
"N491MC","Boeing","B747-400"
"N903FR","Airbus","A319"
"N350UA","Boeing","B737-3"
"N795AS","Boeing","B737-490ALLPAX"
"N205AA","McDonnell-Douglas","MD-80"
"N68843","Boeing","B737-900ERPAX"
"N554UW","Airbus","A321-231"
"N397AE","SAAB","SF-340/A"
"N264FE","Boeing","B727-2"
"N11176","Embraer","ERJ-145XR"
"N960UW","Embraer","ERJ-190-100AR"
"N8637A","Boeing","B-737-8H4"
"N770","Boeing","B737-7/L"
"N646NK","Airbus","A-320-PSGR"
"N500VJ","Bombardier","BD-700-1A11PSGR"
"N356UP","Boeing","767-34AF"
"N213","Boeing","737-700PASSENGERONLY"
"N931AS","McDonnell-Douglas","RJ-200"
"N8314WN","Boeing","737-800PASSENGERONLY"
"N737CS","Boeing","B-737-1/2"
"N609XJ","Canadair","RJ-200"
"N445","Boeing","737-700PASSENGERONLY"
"N313US","Airbus","A320-PSGR"
"N1625","GulfStream","GIVSP"
"n8790a","Bombardier","CRJ200"
"N906DA","McDonnell-Douglas","MD-90-PSGR"
"N801EA","Boeing","B727-Cargo"
"N696AN","Boeing","B757-223PASSENGER"
"N562WN","Boeing","B-737-790"
"N934JB","Airbus","A321-231"
"N403KZ","Boeing","747-481F"
"N271AY","Airbus","A330-323X"
"N12028","Airbus","A319-115"
"N964UW","Embraer","ERJ-190-100AR"
"N866AB","GulfStream","GV"
"N77258","Boeing","B737-800PAX"
"N651SW","Boeing","B-737-3H4"
"N506AS","Boeing","B737-890ALLPAX"
"N910AN","Boeing","B737-823PASSENGER"
"N362MC","Boeing","B747-2/3"
"N805FX","ATR","ATR72"
"N219CY","Boeing","B767-300SF"
"N702UW","Airbus","A319-112"
"N570JB","Airbus","A320-232-PSGR"
"N934AX","McDonnell-Douglas","DC-9-30"
"N833MH","Boeing","B767-400"
"N742SK","Canadair","RJ-700"
"N615AS","Boeing","B737-790ALLPAX"
"N970SW","Canadair","RJ-200"
"N450UW","Boeing","B737-4B7"
"N8716B","Boeing","B-737-8MAX"
"N318UA","Boeing","B737-300PAX"
"N7749B","Boeing","B-737-7BD"
"N167US","Airbus","A321-211"
"N65832","Boeing","B737-900ERPAX"
"N513SN","McDonnell-Douglas","MD11CARGO"
"n934xj","Bombardier","CRJ900"
"N369NB","Airbus","A319-PSGR"
"N909NN","Boeing","B737-823PASSENGER"
"N227AG","Bombardier","CRJ700-2C10"
"N805AE","Embraer","ERJ-140"
"N702DR","Bombardier","GlobalEXPress"
"N569UA","Boeing","B757-222PAX"
"N851VA","Airbus","A320-214"
"N288WN","Boeing","B-737-7H4"
"N754SW","Boeing","B-737-7H4"
"N138HQ","Embraer","ERJ-175-200LR"
"N629AW","Airbus","A320-231"
"N473","Boeing","737-700PASSENGERONLY"
"N336","Boeing","B737-3"
"N187AN","Boeing","B757-223PASSENGER"
"N920ME","Boeing","B717-2"
"N817FX","ATR","ATR72"
"N240FE","Boeing","B727-2"
"N716EV","Canadair","RJ-700"
